date, value
5/1/1985,1.4685
5/2/1985,1.4615
5/3/1985,1.466
5/6/1985,1.4625
5/7/1985,1.442
5/8/1985,1.43
5/9/1985,1.434
5/10/1985,1.4485
5/13/1985,1.444
5/14/1985,1.4385
5/15/1985,1.434
5/16/1985,1.433
5/17/1985,1.4415
5/20/1985,1.461
5/21/1985,1.456
5/22/1985,1.464
5/23/1985,1.466
5/24/1985,1.4615
5/28/1985,1.4465
5/29/1985,1.4425
5/30/1985,1.446
5/31/1985,1.441
6/3/1985,1.448
6/4/1985,1.4295
6/5/1985,1.4515
6/6/1985,1.4415
6/7/1985,1.49
6/10/1985,1.4705
6/11/1985,1.453
6/12/1985,1.467
6/13/1985,1.479
6/14/1985,1.4685
6/17/1985,1.452
6/18/1985,1.4535
6/19/1985,1.443
6/20/1985,1.4155
6/21/1985,1.411
6/24/1985,1.399
6/25/1985,1.4093
6/26/1985,1.419
6/27/1985,1.4327
6/28/1985,1.431
7/1/1985,1.4215
7/2/1985,1.417
7/3/1985,1.3975
7/8/1985,1.4105
7/9/1985,1.391
7/10/1985,1.431
7/11/1985,1.4105
7/12/1985,1.3705
7/15/1985,1.355
7/16/1985,1.3665
7/17/1985,1.363
7/18/1985,1.3565
7/19/1985,1.364
7/22/1985,1.355
7/23/1985,1.313
7/24/1985,1.3315
7/25/1985,1.3325
7/26/1985,1.3415
7/29/1985,1.336
7/30/1985,1.328
7/31/1985,1.335
8/1/1985,1.3415
8/2/1985,1.342
8/5/1985,1.3245
8/6/1985,1.329
8/7/1985,1.3335
8/8/1985,1.3465
8/9/1985,1.347
8/12/1985,1.334
8/13/1985,1.3425
8/14/1985,1.356
8/15/1985,1.3505
8/16/1985,1.3585
8/19/1985,1.3605
8/20/1985,1.363
8/21/1985,1.34
8/22/1985,1.3495
8/23/1985,1.351
8/26/1985,1.3585
8/27/1985,1.3804
8/28/1985,1.3847
8/29/1985,1.3687
8/30/1985,1.3809
9/3/1985,1.383
9/4/1985,1.366
9/5/1985,1.3675
9/6/1985,1.3695
9/9/1985,1.354
9/10/1985,1.3545
9/11/1985,1.356
9/12/1985,1.3575
9/13/1985,1.356
9/16/1985,1.3685
9/17/1985,1.3895
9/18/1985,1.382
9/19/1985,1.3785
9/20/1985,1.3835
9/23/1985,1.3705
9/24/1985,1.3715
9/25/1985,1.3845
9/26/1985,1.382
9/30/1985,1.38
10/1/1985,1.3505
10/2/1985,1.3745
10/3/1985,1.376
10/4/1985,1.3725
10/7/1985,1.387
10/8/1985,1.393
10/9/1985,1.3935
10/10/1985,1.4165
10/11/1985,1.415
10/15/1985,1.4205
10/16/1985,1.432
10/17/1985,1.4395
10/18/1985,1.44
10/21/1985,1.4365
10/22/1985,1.441
10/23/1985,1.471
10/24/1985,1.536
10/25/1985,1.5275
10/28/1985,1.5895
10/29/1985,1.5255
10/30/1985,1.577
10/31/1985,1.6155
11/1/1985,1.676
11/4/1985,1.6145
11/5/1985,1.585
11/6/1985,1.5635
11/7/1985,1.5875
11/8/1985,1.54
11/11/1985,1.58
11/12/1985,1.58
11/13/1985,1.5395
11/14/1985,1.5735
11/15/1985,1.5695
11/18/1985,1.5565
11/19/1985,1.5695
11/20/1985,1.595
11/21/1985,1.5985
11/22/1985,1.595
11/25/1985,1.5959
11/26/1985,1.6044
11/27/1985,1.6257
11/29/1985,1.6789
12/2/1985,1.7255
12/3/1985,1.7515
12/4/1985,1.7425
12/5/1985,1.7825
12/6/1985,1.8225
12/9/1985,1.8295
12/10/1985,1.8895
12/11/1985,1.8395
12/12/1985,1.8995
12/13/1985,1.9595
12/16/1985,2.0195
12/17/1985,2.0795
12/18/1985,2.1205
12/19/1985,2.257
12/20/1985,2.408
12/23/1985,2.4665
12/26/1985,2.396
12/27/1985,2.221
12/30/1985,2.318
12/31/1985,2.413
1/2/1986,2.5855
1/3/1986,2.559
1/6/1986,2.6165
1/7/1986,2.7345
1/8/1986,2.64
1/9/1986,2.6035
1/10/1986,2.675
1/13/1986,2.442
1/14/1986,2.574
1/15/1986,2.3805
1/16/1986,2.342
1/17/1986,2.342
1/20/1986,2.3815
1/21/1986,2.3115
1/22/1986,2.323
1/23/1986,2.3235
1/24/1986,2.3045
1/27/1986,2.3725
1/28/1986,2.2205
1/29/1986,2.0865
1/30/1986,2.076
1/31/1986,2.1445
2/3/1986,2.099
2/4/1986,2.0565
2/5/1986,2.261
2/6/1986,2.1925
2/7/1986,2.3025
2/10/1986,2.3345
2/11/1986,2.357
2/12/1986,2.328
2/13/1986,2.1795
2/14/1986,2.1235
2/18/1986,2.345
2/19/1986,2.3585
2/20/1986,2.382
2/21/1986,2.3995
2/24/1986,2.5415
2/25/1986,2.5028
2/26/1986,2.4773
2/27/1986,2.5124
2/28/1986,2.4629
3/3/1986,2.368
3/4/1986,2.539
3/5/1986,2.4875
3/6/1986,2.544
3/7/1986,2.504
3/10/1986,2.5135
3/11/1986,2.5635
3/12/1986,2.529
3/13/1986,2.5165
3/14/1986,2.4875
3/17/1986,2.3895
3/18/1986,2.4275
3/19/1986,2.446
3/20/1986,2.4585
3/21/1986,2.4125
3/24/1986,2.326
3/25/1986,2.3405
3/26/1986,2.3765
3/27/1986,2.45
3/31/1986,2.464
4/1/1986,2.37
4/2/1986,2.3225
4/3/1986,2.2595
4/4/1986,2.2325
4/7/1986,2.286
4/8/1986,2.269
4/9/1986,2.242
4/10/1986,2.2795
4/11/1986,2.3225
4/14/1986,2.275
4/15/1986,2.261
4/16/1986,2.2525
4/17/1986,2.2765
4/18/1986,2.3
4/21/1986,2.29
4/22/1986,2.314
4/23/1986,2.36
4/24/1986,2.39
4/25/1986,2.3536
4/28/1986,2.3684
4/29/1986,2.3702
4/30/1986,2.3241
5/1/1986,2.346
5/2/1986,2.356
5/5/1986,2.3485
5/6/1986,2.2795
5/7/1986,2.254
5/8/1986,2.243
5/9/1986,2.246
5/12/1986,2.1485
5/13/1986,2.1615
5/14/1986,2.2005
5/15/1986,2.2085
5/16/1986,2.2025
5/19/1986,2.0995
5/20/1986,2.0515
5/21/1986,2.1455
5/22/1986,2.1075
5/23/1986,2.0805
5/27/1986,2.039
5/28/1986,2.0425
5/29/1986,1.925
5/30/1986,1.88
6/2/1986,1.8445
6/3/1986,1.8885
6/4/1986,1.907
6/5/1986,1.9455
6/6/1986,1.9355
6/9/1986,1.8345
6/10/1986,1.831
6/11/1986,1.7805
6/12/1986,1.8185
6/13/1986,1.833
6/16/1986,1.7735
6/17/1986,1.8005
6/18/1986,1.8755
6/19/1986,1.875
6/20/1986,1.837
6/23/1986,1.758
6/24/1986,1.684
6/25/1986,1.637
6/26/1986,1.6853
6/27/1986,1.6598
6/30/1986,1.6874
7/1/1986,1.7175
7/2/1986,1.6375
7/7/1986,1.643
7/8/1986,1.638
7/9/1986,1.6455
7/10/1986,1.668
7/11/1986,1.726
7/14/1986,1.819
7/15/1986,1.8275
7/16/1986,1.854
7/17/1986,1.8495
7/18/1986,1.8445
7/21/1986,1.848
7/22/1986,1.8735
7/23/1986,1.858
7/24/1986,1.861
7/25/1986,1.882
7/28/1986,1.871
7/29/1986,1.856
7/30/1986,1.8035
7/31/1986,1.6945
8/1/1986,1.6495
8/4/1986,1.623
8/5/1986,1.5635
8/6/1986,1.6175
8/7/1986,1.631
8/8/1986,1.694
8/11/1986,1.709
8/12/1986,1.5995
8/13/1986,1.664
8/14/1986,1.6345
8/15/1986,1.6945
8/18/1986,1.785
8/19/1986,1.82
8/20/1986,1.8275
8/21/1986,1.8535
8/22/1986,1.9605
8/25/1986,2.0275
8/26/1986,1.9648
8/27/1986,2.0288
8/28/1986,2.006
8/29/1986,2.0383
9/2/1986,2.021
9/3/1986,2.0075
9/4/1986,2.033
9/5/1986,2.033
9/8/1986,2.008
9/9/1986,1.972
9/10/1986,2.012
9/11/1986,2.023
9/12/1986,2.001
9/15/1986,2
9/16/1986,2.0985
9/17/1986,2.098
9/18/1986,2.099
9/19/1986,2.1295
9/22/1986,2.14
9/23/1986,2.1665
9/24/1986,2.1215
9/25/1986,2.121
9/26/1986,2.062
9/29/1986,2.055
9/30/1986,2.0135
10/1/1986,1.9195
10/2/1986,1.952
10/3/1986,1.934
10/6/1986,1.979
10/7/1986,2.0535
10/8/1986,2.0135
10/9/1986,1.9375
10/10/1986,1.8035
10/13/1986,1.864
10/14/1986,1.798
10/15/1986,1.852
10/16/1986,1.811
10/17/1986,1.764
10/20/1986,1.6805
10/21/1986,1.7285
10/22/1986,1.726
10/23/1986,1.7615
10/24/1986,1.8065
10/27/1986,1.802
10/28/1986,1.77
10/29/1986,1.7
10/30/1986,1.7205
10/31/1986,1.737
11/3/1986,1.7995
11/4/1986,1.737
11/5/1986,1.719
11/6/1986,1.736
11/7/1986,1.759
11/10/1986,1.721
11/11/1986,1.6525
11/12/1986,1.671
11/13/1986,1.634
11/14/1986,1.5805
11/17/1986,1.4795
11/18/1986,1.477
11/19/1986,1.485
11/20/1986,1.466
11/21/1986,1.4978
11/24/1986,1.537
11/25/1986,1.5056
11/26/1986,1.5029
12/1/1986,1.456
12/2/1986,1.4825
12/3/1986,1.472
12/4/1986,1.492
12/5/1986,1.4325
12/8/1986,1.405
12/9/1986,1.3795
12/10/1986,1.406
12/11/1986,1.413
12/12/1986,1.4
12/15/1986,1.4105
12/16/1986,1.406
12/17/1986,1.385
12/18/1986,1.372
12/19/1986,1.398
12/22/1986,1.3875
12/23/1986,1.372
12/24/1986,1.371
12/29/1986,1.3375
12/30/1986,1.326
12/31/1986,1.3685
1/5/1987,1.325
1/6/1987,1.337
1/7/1987,1.329
1/8/1987,1.34
1/9/1987,1.3295
1/12/1987,1.274
1/13/1987,1.271
1/14/1987,1.256
1/15/1987,1.2325
1/16/1987,1.222
1/19/1987,1.2325
1/20/1987,1.242
1/21/1987,1.244
1/22/1987,1.264
1/23/1987,1.2695
1/26/1987,1.2445
1/27/1987,1.2475
1/28/1987,1.279
1/29/1987,1.241
1/30/1987,1.24
2/2/1987,1.252
2/3/1987,1.2405
2/4/1987,1.252
2/5/1987,1.259
2/6/1987,1.2655
2/9/1987,1.229
2/10/1987,1.228
2/11/1987,1.234
2/12/1987,1.2375
2/13/1987,1.23
2/17/1987,1.1505
2/18/1987,1.1325
2/19/1987,1.1745
2/20/1987,1.203
2/23/1987,1.2565
2/24/1987,1.2567
2/25/1987,1.262
2/26/1987,1.2918
2/27/1987,1.2884
3/2/1987,1.236
3/3/1987,1.0805
3/4/1987,1.0695
3/5/1987,1.047
3/6/1987,1.066
3/9/1987,1.069
3/10/1987,1.0845
3/11/1987,1.074
3/12/1987,1.0695
3/13/1987,1.042
3/16/1987,1.0405
3/17/1987,1.0335
3/18/1987,1.0305
3/19/1987,1.047
3/20/1987,1.0485
3/23/1987,1.0625
3/24/1987,1.0595
3/25/1987,1.051
3/26/1987,1.0395
3/27/1987,1.048
3/30/1987,1.043
3/31/1987,1.0005
4/1/1987,0.993
4/2/1987,1.01
4/3/1987,1.0095
4/6/1987,1.0205
4/7/1987,1.0425
4/8/1987,1.0765
4/9/1987,1.061
4/10/1987,1.0625
4/13/1987,1.0995
4/14/1987,1.135
4/15/1987,1.1175
4/16/1987,1.1105
4/20/1987,1.1415
4/21/1987,1.1425
4/22/1987,1.139
4/23/1987,1.164
4/24/1987,1.1825
4/27/1987,1.1596
4/28/1987,1.1775
4/29/1987,1.2172
4/30/1987,1.203
5/1/1987,1.202
5/4/1987,1.217
5/5/1987,1.206
5/6/1987,1.1585
5/7/1987,1.165
5/8/1987,1.164
5/11/1987,1.2275
5/12/1987,1.2375
5/13/1987,1.2375
5/14/1987,1.2345
5/15/1987,1.25
5/18/1987,1.2355
5/19/1987,1.246
5/20/1987,1.2415
5/21/1987,1.234
5/22/1987,1.2295
5/26/1987,1.188
5/27/1987,1.2075
5/28/1987,1.215
5/29/1987,1.1945
6/1/1987,1.1445
6/2/1987,1.1425
6/3/1987,1.1375
6/4/1987,1.1095
6/5/1987,1.101
6/8/1987,1.119
6/9/1987,1.1225
6/10/1987,1.122
6/11/1987,1.13
6/12/1987,1.1205
6/15/1987,1.0825
6/16/1987,1.068
6/17/1987,1.051
6/18/1987,1.0405
6/19/1987,1.0375
6/22/1987,1.0225
6/23/1987,1.0615
6/24/1987,1.0425
6/25/1987,1.0347
6/26/1987,1.0403
6/29/1987,1.0543
6/30/1987,1.055
7/1/1987,1.0565
7/2/1987,1.0465
7/6/1987,0.999
7/7/1987,1.0055
7/8/1987,1.0155
7/9/1987,1.0275
7/10/1987,1.0255
7/13/1987,1.0505
7/14/1987,1.048
7/15/1987,1.03
7/16/1987,1.037
7/17/1987,1.0615
7/20/1987,1.051
7/21/1987,1.041
7/22/1987,1.0465
7/23/1987,1.0695
7/24/1987,1.0655
7/27/1987,1.039
7/28/1987,1.0255
7/29/1987,1.016
7/30/1987,1.0295
7/31/1987,1.0155
8/3/1987,1.0335
8/4/1987,1.0455
8/5/1987,1.037
8/6/1987,1.0485
8/7/1987,1.06
8/10/1987,1.038
8/11/1987,1.033
8/12/1987,1.048
8/13/1987,1.0345
8/14/1987,1.034
8/17/1987,1.0335
8/18/1987,1.021
8/19/1987,1.0195
8/20/1987,1.04
8/21/1987,1.0485
8/24/1987,1.045
8/25/1987,1.114
8/26/1987,1.1174
8/27/1987,1.1328
8/28/1987,1.1487
8/31/1987,1.1797
9/1/1987,1.1775
9/2/1987,1.184
9/3/1987,1.1615
9/4/1987,1.168
9/8/1987,1.1555
9/9/1987,1.1865
9/10/1987,1.177
9/11/1987,1.1735
9/14/1987,1.156
9/15/1987,1.142
9/16/1987,1.1435
9/17/1987,1.157
9/18/1987,1.1635
9/21/1987,1.155
9/22/1987,1.118
9/23/1987,1.1225
9/24/1987,1.128
9/25/1987,1.148
9/28/1987,1.1495
9/29/1987,1.158
9/30/1987,1.1275
10/1/1987,1.1705
10/2/1987,1.1905
10/5/1987,1.247
10/6/1987,1.2385
10/7/1987,1.239
10/8/1987,1.2485
10/9/1987,1.252
10/12/1987,1.2425
10/13/1987,1.247
10/14/1987,1.2435
10/15/1987,1.2475
10/16/1987,1.246
10/19/1987,1.2275
10/20/1987,1.2
10/21/1987,1.213
10/22/1987,1.2175
10/23/1987,1.229
10/26/1987,1.223
10/27/1987,1.222
10/28/1987,1.2255
10/29/1987,1.227
10/30/1987,1.225
11/2/1987,1.246
11/3/1987,1.238
11/4/1987,1.2365
11/5/1987,1.259
11/6/1987,1.265
11/9/1987,1.271
11/10/1987,1.2675
11/11/1987,1.2645
11/12/1987,1.257
11/13/1987,1.2555
11/16/1987,1.2695
11/17/1987,1.269
11/18/1987,1.2765
11/19/1987,1.2925
11/20/1987,1.278
11/23/1987,1.2808
11/24/1987,1.2848
11/25/1987,1.2946
11/30/1987,1.2898
12/1/1987,1.2855
12/2/1987,1.279
12/3/1987,1.273
12/4/1987,1.28
12/7/1987,1.2725
12/8/1987,1.2835
12/9/1987,1.2775
12/10/1987,1.276
12/11/1987,1.276
12/14/1987,1.2745
12/15/1987,1.276
12/16/1987,1.284
12/17/1987,1.295
12/18/1987,1.295
12/21/1987,1.29
12/22/1987,1.289
12/23/1987,1.2995
12/24/1987,1.2975
12/28/1987,1.309
12/29/1987,1.302
12/30/1987,1.27
12/31/1987,1.2595
1/4/1988,1.263
1/5/1988,1.2795
1/6/1988,1.286
1/7/1988,1.2845
1/8/1988,1.2785
1/11/1988,1.265
1/12/1988,1.27
1/13/1988,1.274
1/14/1988,1.2735
1/15/1988,1.2765
1/18/1988,1.295
1/19/1988,1.2915
1/20/1988,1.2945
1/21/1988,1.306
1/22/1988,1.304
1/25/1988,1.2905
1/26/1988,1.3005
1/27/1988,1.303
1/28/1988,1.3055
1/29/1988,1.3155
2/1/1988,1.334
2/2/1988,1.33
2/3/1988,1.34
2/4/1988,1.347
2/5/1988,1.367
2/8/1988,1.367
2/9/1988,1.3655
2/10/1988,1.369
2/11/1988,1.38
2/12/1988,1.3815
2/16/1988,1.36
2/17/1988,1.377
2/18/1988,1.3725
2/19/1988,1.4075
2/22/1988,1.4225
2/23/1988,1.41
2/24/1988,1.4148
2/25/1988,1.3908
2/26/1988,1.3781
2/29/1988,1.3494
3/1/1988,1.351
3/2/1988,1.37
3/3/1988,1.3595
3/4/1988,1.355
3/7/1988,1.3435
3/8/1988,1.3675
3/9/1988,1.354
3/10/1988,1.353
3/11/1988,1.3695
3/14/1988,1.3625
3/15/1988,1.3585
3/16/1988,1.343
3/17/1988,1.3235
3/18/1988,1.338
3/21/1988,1.325
3/22/1988,1.326
3/23/1988,1.3395
3/24/1988,1.334
3/25/1988,1.344
3/28/1988,1.3555
3/29/1988,1.354
3/30/1988,1.335
3/31/1988,1.345
4/4/1988,1.3475
4/5/1988,1.334
4/6/1988,1.339
4/7/1988,1.333
4/8/1988,1.333
4/11/1988,1.333
4/12/1988,1.334
4/13/1988,1.346
4/14/1988,1.3535
4/15/1988,1.359
4/18/1988,1.3515
4/19/1988,1.3475
4/20/1988,1.3425
4/21/1988,1.344
4/22/1988,1.3495
4/25/1988,1.348
4/26/1988,1.3478
4/27/1988,1.334
4/28/1988,1.3236
4/29/1988,1.322
5/2/1988,1.3275
5/3/1988,1.343
5/4/1988,1.3445
5/5/1988,1.3555
5/6/1988,1.364
5/9/1988,1.357
5/10/1988,1.3645
5/11/1988,1.3605
5/12/1988,1.3515
5/13/1988,1.3415
5/16/1988,1.3185
5/17/1988,1.325
5/18/1988,1.3255
5/19/1988,1.332
5/20/1988,1.334
5/23/1988,1.3205
5/24/1988,1.315
5/25/1988,1.316
5/26/1988,1.309
5/27/1988,1.314
5/31/1988,1.3375
6/1/1988,1.3345
6/2/1988,1.349
6/3/1988,1.353
6/6/1988,1.3745
6/7/1988,1.383
6/8/1988,1.3765
6/9/1988,1.407
6/10/1988,1.3855
6/13/1988,1.363
6/14/1988,1.3505
6/15/1988,1.36
6/16/1988,1.3785
6/17/1988,1.385
6/20/1988,1.3635
6/21/1988,1.3615
6/22/1988,1.355
6/23/1988,1.3325
6/24/1988,1.323
6/27/1988,1.328
6/28/1988,1.3268
6/29/1988,1.3123
6/30/1988,1.3144
7/1/1988,1.3315
7/5/1988,1.326
7/6/1988,1.3415
7/7/1988,1.3495
7/8/1988,1.3545
7/11/1988,1.3575
7/12/1988,1.3595
7/13/1988,1.3695
7/14/1988,1.37
7/15/1988,1.363
7/18/1988,1.3545
7/19/1988,1.3605
7/20/1988,1.375
7/21/1988,1.371
7/22/1988,1.377
7/25/1988,1.378
7/26/1988,1.3295
7/27/1988,1.2405
7/28/1988,1.238
7/29/1988,1.247
8/1/1988,1.1665
8/2/1988,1.0885
8/3/1988,1.182
8/4/1988,1.1655
8/5/1988,1.158
8/8/1988,1.1455
8/9/1988,1.1835
8/10/1988,1.1945
8/11/1988,1.1745
8/12/1988,1.1795
8/15/1988,1.17
8/16/1988,1.184
8/17/1988,1.1815
8/18/1988,1.221
8/19/1988,1.247
8/22/1988,1.2525
8/23/1988,1.212
8/24/1988,1.267
8/25/1988,1.266
8/26/1988,1.2435
8/29/1988,1.216
8/30/1988,1.2105
8/31/1988,1.2373
9/1/1988,1.2275
9/2/1988,1.2315
9/6/1988,1.272
9/7/1988,1.31
9/8/1988,1.298
9/9/1988,1.3015
9/12/1988,1.2855
9/13/1988,1.277
9/14/1988,1.255
9/15/1988,1.2365
9/16/1988,1.2505
9/19/1988,1.239
9/20/1988,1.2715
9/21/1988,1.2705
9/22/1988,1.2585
9/23/1988,1.272
9/26/1988,1.2685
9/27/1988,1.2925
9/28/1988,1.3025
9/29/1988,1.3185
9/30/1988,1.3195
10/3/1988,1.263
10/4/1988,1.244
10/5/1988,1.2325
10/6/1988,1.244
10/7/1988,1.234
10/10/1988,1.2475
10/11/1988,1.2465
10/12/1988,1.227
10/13/1988,1.23
10/14/1988,1.232
10/17/1988,1.247
10/18/1988,1.235
10/19/1988,1.251
10/20/1988,1.2515
10/21/1988,1.2665
10/24/1988,1.251
10/25/1988,1.267
10/26/1988,1.2645
10/27/1988,1.2565
10/28/1988,1.239
10/31/1988,1.236
11/1/1988,1.246
11/2/1988,1.2575
11/3/1988,1.253
11/4/1988,1.25
11/7/1988,1.2725
11/8/1988,1.261
11/9/1988,1.27
11/10/1988,1.2785
11/11/1988,1.288
11/14/1988,1.2725
11/15/1988,1.2695
11/16/1988,1.2725
11/17/1988,1.2555
11/18/1988,1.257
11/21/1988,1.262
11/22/1988,1.26
11/23/1988,1.2541
11/28/1988,1.2292
11/29/1988,1.2327
11/30/1988,1.2398
12/1/1988,1.2395
12/2/1988,1.2365
12/5/1988,1.2355
12/6/1988,1.241
12/7/1988,1.2435
12/8/1988,1.2565
12/9/1988,1.2725
12/12/1988,1.2945
12/13/1988,1.288
12/14/1988,1.334
12/15/1988,1.3405
12/16/1988,1.4035
12/19/1988,1.451
12/20/1988,1.5545
12/21/1988,1.5595
12/22/1988,1.494
12/23/1988,1.4935
12/27/1988,1.4625
12/28/1988,1.5205
12/29/1988,1.59
12/30/1988,1.5935
1/3/1989,1.659
1/4/1989,1.6015
1/5/1989,1.6295
1/6/1989,1.577
1/9/1989,1.483
1/10/1989,1.505
1/11/1989,1.388
1/12/1989,1.421
1/13/1989,1.397
1/16/1989,1.407
1/17/1989,1.426
1/18/1989,1.422
1/19/1989,1.421
1/20/1989,1.423
1/23/1989,1.4085
1/24/1989,1.345
1/25/1989,1.3585
1/26/1989,1.377
1/27/1989,1.3405
1/30/1989,1.36
1/31/1989,1.3265
2/1/1989,1.321
2/2/1989,1.34
2/3/1989,1.346
2/6/1989,1.38
2/7/1989,1.4135
2/8/1989,1.3885
2/9/1989,1.3995
2/10/1989,1.33
2/13/1989,1.325
2/14/1989,1.2805
2/15/1989,1.327
2/16/1989,1.2925
2/17/1989,1.2955
2/21/1989,1.26
2/22/1989,1.279
2/23/1989,1.2727
2/24/1989,1.2646
2/27/1989,1.2652
2/28/1989,1.2773
3/1/1989,1.2815
3/2/1989,1.3035
3/3/1989,1.3215
3/6/1989,1.329
3/7/1989,1.315
3/8/1989,1.2975
3/9/1989,1.322
3/10/1989,1.3265
3/13/1989,1.3255
3/14/1989,1.3065
3/15/1989,1.324
3/16/1989,1.337
3/17/1989,1.335
3/20/1989,1.3215
3/21/1989,1.2785
3/22/1989,1.283
3/23/1989,1.286
3/27/1989,1.273
3/28/1989,1.2625
3/29/1989,1.267
3/30/1989,1.267
3/31/1989,1.2815
4/3/1989,1.2825
4/4/1989,1.315
4/5/1989,1.3265
4/6/1989,1.321
4/7/1989,1.3385
4/10/1989,1.347
4/11/1989,1.328
4/12/1989,1.328
4/13/1989,1.3265
4/14/1989,1.37
4/17/1989,1.3885
4/18/1989,1.38
4/19/1989,1.3945
4/20/1989,1.3955
4/21/1989,1.42
4/24/1989,1.418
4/25/1989,1.4057
4/26/1989,1.3784
4/27/1989,1.3497
4/28/1989,1.289
5/1/1989,1.2545
5/2/1989,1.262
5/3/1989,1.289
5/4/1989,1.284
5/5/1989,1.276
5/8/1989,1.292
5/9/1989,1.305
5/10/1989,1.284
5/11/1989,1.274
5/12/1989,1.297
5/15/1989,1.2825
5/16/1989,1.3155
5/17/1989,1.2995
5/18/1989,1.3375
5/19/1989,1.35
5/22/1989,1.3535
5/23/1989,1.346
5/24/1989,1.323
5/25/1989,1.342
5/26/1989,1.348
5/30/1989,1.3475
5/31/1989,1.307
6/1/1989,1.2935
6/2/1989,1.3035
6/5/1989,1.268
6/6/1989,1.2855
6/7/1989,1.2835
6/8/1989,1.296
6/9/1989,1.299
6/12/1989,1.2485
6/13/1989,1.154
6/14/1989,1.1745
6/15/1989,1.186
6/16/1989,1.175
6/19/1989,1.1605
6/20/1989,1.17
6/21/1989,1.1625
6/22/1989,1.19
6/23/1989,1.1705
6/26/1989,1.11
6/27/1989,1.1028
6/28/1989,1.1162
6/29/1989,1.0815
6/30/1989,1.0918
7/3/1989,0.9385
7/5/1989,0.978
7/6/1989,0.9335
7/7/1989,0.897
7/10/1989,0.8915
7/11/1989,0.8915
7/12/1989,0.868
7/13/1989,0.8745
7/14/1989,0.8885
7/17/1989,0.8775
7/18/1989,0.8875
7/19/1989,0.8865
7/20/1989,0.8825
7/21/1989,0.8635
7/24/1989,0.8485
7/25/1989,0.8475
7/26/1989,0.8535
7/27/1989,0.8345
7/28/1989,0.82
7/31/1989,0.79
8/1/1989,0.8235
8/2/1989,0.8095
8/3/1989,0.8195
8/4/1989,0.816
8/7/1989,0.825
8/8/1989,0.8305
8/9/1989,0.8245
8/10/1989,0.7995
8/11/1989,0.7685
8/14/1989,0.766
8/15/1989,0.7775
8/16/1989,0.7715
8/17/1989,0.7705
8/18/1989,0.771
8/21/1989,0.79
8/22/1989,0.7955
8/23/1989,0.832
8/24/1989,0.79
8/25/1989,0.7905
8/28/1989,0.8244
8/29/1989,0.8564
8/30/1989,0.8592
8/31/1989,0.859
9/1/1989,0.8665
9/5/1989,0.8345
9/6/1989,0.846
9/7/1989,0.859
9/8/1989,0.8775
9/11/1989,0.8665
9/12/1989,0.8005
9/13/1989,0.799
9/14/1989,0.808
9/15/1989,0.8065
9/18/1989,0.7935
9/19/1989,0.799
9/20/1989,0.8255
9/21/1989,0.8385
9/22/1989,0.8065
9/25/1989,0.812
9/26/1989,0.819
9/27/1989,0.8185
9/28/1989,0.83
9/29/1989,0.806
10/2/1989,0.8055
10/3/1989,0.765
10/4/1989,0.7305
10/5/1989,0.729
10/6/1989,0.704
10/9/1989,0.687
10/10/1989,0.695
10/11/1989,0.699
10/12/1989,0.7095
10/13/1989,0.705
10/16/1989,0.704
10/17/1989,0.712
10/18/1989,0.718
10/19/1989,0.72
10/20/1989,0.7285
10/23/1989,0.728
10/24/1989,0.736
10/25/1989,0.7385
10/26/1989,0.726
10/27/1989,0.7305
10/30/1989,0.7435
10/31/1989,0.7485
11/1/1989,0.7255
11/2/1989,0.7545
11/3/1989,0.7505
11/6/1989,0.7625
11/7/1989,0.7575
11/8/1989,0.772
11/9/1989,0.7695
11/10/1989,0.76
11/13/1989,0.7825
11/14/1989,0.7875
11/15/1989,0.7625
11/16/1989,0.729
11/17/1989,0.7175
11/20/1989,0.727
11/21/1989,0.727
11/22/1989,0.72
11/27/1989,0.7302
11/28/1989,0.7415
11/29/1989,0.755
11/30/1989,0.7698
12/1/1989,0.7785
12/4/1989,0.756
12/5/1989,0.767
12/6/1989,0.769
12/7/1989,0.7675
12/8/1989,0.7845
12/11/1989,0.7885
12/12/1989,0.7755
12/13/1989,0.7795
12/14/1989,0.7795
12/15/1989,0.786
12/18/1989,0.765
12/19/1989,0.7645
12/20/1989,0.7815
12/21/1989,0.779
12/22/1989,0.785
12/26/1989,0.8265
12/27/1989,0.803
12/28/1989,0.7975
12/29/1989,0.7955
1/2/1990,0.8055
1/3/1990,0.8175
1/4/1990,0.825
1/5/1990,0.8115
1/8/1990,0.814
1/9/1990,0.8285
1/10/1990,0.8255
1/11/1990,0.816
1/12/1990,0.7905
1/15/1990,0.7755
1/16/1990,0.7755
1/17/1990,0.7875
1/18/1990,0.7935
1/19/1990,0.813
1/22/1990,0.815
1/23/1990,0.8005
1/24/1990,0.8055
1/25/1990,0.813
1/26/1990,0.819
1/29/1990,0.808
1/30/1990,0.8035
1/31/1990,0.8
2/1/1990,0.8065
2/2/1990,0.804
2/5/1990,0.8005
2/6/1990,0.8005
2/7/1990,0.8165
2/8/1990,0.821
2/9/1990,0.8505
2/12/1990,0.8625
2/13/1990,0.8655
2/14/1990,0.858
2/15/1990,0.85
2/16/1990,0.858
2/20/1990,0.869
2/21/1990,0.8965
2/22/1990,0.9115
2/23/1990,0.9181
2/26/1990,0.919
2/27/1990,0.9065
2/28/1990,0.936
3/1/1990,0.965
3/2/1990,0.995
3/5/1990,1.0425
